location,rectified,altitude_m,area_m2,camera,gcp,distance_m,resolution
jenkins13,"jen13_02, jen13_05",80,29570,hover,jen13_test_02,3.53,0.04341
jenkins13,"jen13_02, jen13_05",80,29570,hover,jen13_test_03,3.367,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_01,,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_02,3.322,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_03,,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_04,3.993,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_05,,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_test_01,3.491,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_test_02,3.511,0.04341
jenkins13,"jen13_01, jen13_03, jen13_05",80,29570,hover,jen13_test_03,3.375,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_01,,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_02,3.322,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_03,,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_04,3.997,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_05,3.367,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_test_01,,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_test_02,3.511,0.04341
jenkins13,"jen13_01, jen13_03, jen13_test_01",80,29570,hover,jen13_test_03,3.366,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_01,,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_02,3.318,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_03,3.471,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_04,3.999,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_05,,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_test_01,3.496,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_test_02,,0.04341
jenkins13,"jen13_01, jen13_05, jen13_test_02",80,29570,hover,jen13_test_03,3.367,0.04341
jenkins13,no_gcp,50,24560,hover,jen13_01,3.289,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_02,3.344,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_03,3.488,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_04,3.989,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_05,3.348,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_test_01,3.464,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_test_02,3.521,0.02719
jenkins13,no_gcp,50,24560,hover,jen13_test_03,3.362,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_test_01,3.468,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_test_02,3.539,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05",50,24560,hover,jen13_test_03,3.354,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_01,3.288,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_02,3.343,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_03,3.486,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_04,3.994,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_05,3.346,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_test_01,,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_test_02,,0.02719
jenkins13,"jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_test_03,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_test_01,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_test_02,,0.02719
jenkins13,"jen13_01, jen13_02, jen13_03, jen13_04, jen13_05, jen13_test_01, jen13_test_02, jen13_test_03",50,24560,hover,jen13_test_03,,0.02719
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_01,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_03,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_04,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_05,0.925,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03",100,59278,hover,jen11_01,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03",100,59278,hover,jen11_03,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03",100,59278,hover,jen11_04,0.906,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03",100,59278,hover,jen11_05,0.92,0.05547
jenkins11,"jen11_01, jen11_02, jen11_04",100,59278,hover,jen11_01,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_04",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_04",100,59278,hover,jen11_03,0.909,0.05547
jenkins11,"jen11_01, jen11_02, jen11_04",100,59278,hover,jen11_04,,0.05547
jenkins11,"jen11_01, jen11_02, jen11_04",100,59278,hover,jen11_05,0.917,0.05547
jenkins11,"jen11_01, jen11_03",100,59278,hover,jen11_01,,0.05547
jenkins11,"jen11_01, jen11_03",100,59278,hover,jen11_02,0.975,0.05547
jenkins11,"jen11_01, jen11_03",100,59278,hover,jen11_03,,0.05547
jenkins11,"jen11_01, jen11_03",100,59278,hover,jen11_04,0.911,0.05547
jenkins11,jen11_01,100,59278,hover,jen11_05,0.921,0.05547
jenkins11,jen11_01,100,59278,hover,jen11_01,,0.05547
jenkins11,jen11_01,100,59278,hover,jen11_02,0.975,0.05547
jenkins11,jen11_01,100,59278,hover,jen11_03,0.91,0.05547
jenkins11,jen11_01,100,59278,hover,jen11_04,0.903,0.05547
jenkins11,jen11_01,100,59278,hover,jen11_05,0.919,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",100,59278,hover,jen11_01,0.953,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",100,59278,hover,jen11_03,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",100,59278,hover,jen11_04,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",100,59278,hover,jen11_05,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_01,0.952,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_03,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_04,,0.05547
jenkins11,"jen11_02, jen11_03, jen11_04",100,59278,hover,jen11_05,0.918,0.05547
jenkins11,"jen11_02, jen11_04",100,59278,hover,jen11_01,0.956,0.05547
jenkins11,"jen11_02, jen11_04",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_02, jen11_04",100,59278,hover,jen11_03,0.91,0.05547
jenkins11,"jen11_02, jen11_04",100,59278,hover,jen11_04,,0.05547
jenkins11,"jen11_02, jen11_04",100,59278,hover,jen11_05,0.92,0.05547
jenkins11,"jen11_02, jen11_05",100,59278,hover,jen11_01,0.946,0.05547
jenkins11,"jen11_02, jen11_05",100,59278,hover,jen11_02,,0.05547
jenkins11,"jen11_02, jen11_05",100,59278,hover,jen11_03,0.928,0.05547
jenkins11,"jen11_02, jen11_05",100,59278,hover,jen11_04,0.907,0.05547
jenkins11,"jen11_02, jen11_05",100,59278,hover,jen11_05,,0.05547
jenkins11,jen11_02,100,59278,hover,jen11_01,0.954,0.05547
jenkins11,jen11_02,100,59278,hover,jen11_02,,0.05547
jenkins11,jen11_02,100,59278,hover,jen11_03,0.902,0.05547
jenkins11,jen11_02,100,59278,hover,jen11_04,0.904,0.05547
jenkins11,jen11_02,100,59278,hover,jen11_05,0.929,0.05547
jenkins11,jen11_03,100,59278,hover,jen11_01,0.96,0.05547
jenkins11,jen11_03,100,59278,hover,jen11_02,0.983,0.05547
jenkins11,jen11_03,100,59278,hover,jen11_03,,0.05547
jenkins11,jen11_03,100,59278,hover,jen11_04,0.91,0.05547
jenkins11,jen11_03,100,59278,hover,jen11_05,0.931,0.05547
jenkins11,"jen11_04, jen11_05",100,59278,hover,jen11_01,0.951,0.05547
jenkins11,"jen11_04, jen11_05",100,59278,hover,jen11_02,0.985,0.05547
jenkins11,"jen11_04, jen11_05",100,59278,hover,jen11_03,0.928,0.05547
jenkins11,"jen11_04, jen11_05",100,59278,hover,jen11_04,,0.05547
jenkins11,"jen11_04, jen11_05",100,59278,hover,jen11_05,,0.05547
jenkins11,jen11_04,100,59278,hover,jen11_01,0.952,0.05547
jenkins11,jen11_04,100,59278,hover,jen11_02,0.975,0.05547
jenkins11,jen11_04,100,59278,hover,jen11_03,0.911,0.05547
jenkins11,jen11_04,100,59278,hover,jen11_04,,0.05547
jenkins11,jen11_04,100,59278,hover,jen11_05,0.929,0.05547
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_01,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_02,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_03,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_04,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_05,1.831,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_05",50,49780,hover,jen11_01,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_05",50,49780,hover,jen11_02,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_05",50,49780,hover,jen11_03,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_05",50,49780,hover,jen11_04,2.025,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03, jen11_05",50,49780,hover,jen11_05,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03",50,49780,hover,jen11_01,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03",50,49780,hover,jen11_02,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03",50,49780,hover,jen11_03,,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03",50,49780,hover,jen11_04,2.029,0.02848
jenkins11,"jen11_01, jen11_02, jen11_03",50,49780,hover,jen11_05,1.842,0.02848
jenkins11,"jen11_01, jen11_02",50,49780,hover,jen11_01,,0.0285
jenkins11,"jen11_01, jen11_02",50,49780,hover,jen11_02,,0.0285
jenkins11,"jen11_01, jen11_02",50,49780,hover,jen11_03,1.828,0.0285
jenkins11,"jen11_01, jen11_02",50,49780,hover,jen11_04,2.011,0.0285
jenkins11,"jen11_01, jen11_02",50,49780,hover,jen11_05,1.826,0.0285
jenkins11,"jen11_01, jen11_03, jen11_05",50,49780,hover,jen11_01,,0.02848
jenkins11,"jen11_01, jen11_03, jen11_05",50,49780,hover,jen11_02,1.638,0.02848
jenkins11,"jen11_01, jen11_03, jen11_05",50,49780,hover,jen11_03,,0.02848
jenkins11,"jen11_01, jen11_03, jen11_05",50,49780,hover,jen11_04,2.027,0.02848
jenkins11,"jen11_01, jen11_03, jen11_05",50,49780,hover,jen11_05,,0.02848
jenkins11,jen11_01,50,49780,hover,jen11_01,,0.02848
jenkins11,jen11_01,50,49780,hover,jen11_02,1.636,0.02848
jenkins11,jen11_01,50,49780,hover,jen11_03,1.83,0.02848
jenkins11,jen11_01,50,49780,hover,jen11_04,2.031,0.02848
jenkins11,jen11_01,50,49780,hover,jen11_05,1.833,0.02848
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",50,49780,hover,jen11_01,1.775,0.02849
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",50,49780,hover,jen11_02,,0.02849
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",50,49780,hover,jen11_03,,0.02849
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",50,49780,hover,jen11_04,,0.02849
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",50,49780,hover,jen11_05,,0.02849
jenkins11,"jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_01,1.773,0.02848
jenkins11,"jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_02,,0.02848
jenkins11,"jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_03,,0.02848
jenkins11,"jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_04,,0.02848
jenkins11,"jen11_02, jen11_03, jen11_04",50,49780,hover,jen11_05,1.837,0.02848
jenkins11,jen11_03,50,49780,hover,jen11_01,1.788,0.02847
jenkins11,jen11_03,50,49780,hover,jen11_02,1.627,0.02847
jenkins11,jen11_03,50,49780,hover,jen11_03,,0.02847
jenkins11,jen11_03,50,49780,hover,jen11_04,2.028,0.02847
jenkins11,jen11_03,50,49780,hover,jen11_05,1.834,0.02847
jenkins11,"jen11_04, jen11_05",50,49780,hover,jen11_01,0.848,0.02813
jenkins11,"jen11_04, jen11_05",50,49780,hover,jen11_02,1.95,0.02813
jenkins11,"jen11_04, jen11_05",50,49780,hover,jen11_03,1.697,0.02813
jenkins11,"jen11_04, jen11_05",50,49780,hover,jen11_04,,0.02813
jenkins11,"jen11_04, jen11_05",50,49780,hover,jen11_05,,0.02813
jenkins11,jen11_04,50,49780,hover,jen11_01,1.777,0.02849
jenkins11,jen11_04,50,49780,hover,jen11_02,1.627,0.02849
jenkins11,jen11_04,50,49780,hover,jen11_03,1.824,0.02849
jenkins11,jen11_04,50,49780,hover,jen11_04,,0.02849
jenkins11,jen11_04,50,49780,hover,jen11_05,,0.02849
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",80,57790,hover,jen11_01,0.941,0.04475
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",80,57790,hover,jen11_02,,0.04475
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",80,57790,hover,jen11_03,,0.04475
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",80,57790,hover,jen11_04,,0.04475
jenkins11,"jen11_02, jen11_03, jen11_04, jen11_05",80,57790,hover,jen11_05,,0.04475
jenkins11,"jen11_01, jen11_03, jen11_05",80,57790,hover,jen11_01,,0.04475
jenkins11,"jen11_01, jen11_03, jen11_05",80,57790,hover,jen11_02,0.969,0.04475
jenkins11,"jen11_01, jen11_03, jen11_05",80,57790,hover,jen11_03,,0.04475
jenkins11,"jen11_01, jen11_03, jen11_05",80,57790,hover,jen11_04,0.903,0.04475
jenkins11,"jen11_01, jen11_03, jen11_05",80,57790,hover,jen11_05,,0.04475
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_05,3.373,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_04,4.004,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03",50,24560,hover,jen13_04,4.005,0.02719
jenkins13,"jen11_01, jen11_02, jen11_03",50,24560,hover,jen13_05,3.358,0.02719
jenkins13,"jen11_01, jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen11_01, jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_02,3.334,0.02719
jenkins13,"jen11_01, jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_01, jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen11_01, jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen11_01, jen11_04",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen11_01, jen11_04",50,24560,hover,jen13_02,3.336,0.02719
jenkins13,"jen11_01, jen11_04",50,24560,hover,jen13_03,3.489,0.02719
jenkins13,"jen11_01, jen11_04",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen11_01, jen11_04",50,24560,hover,jen13_05,3.359,0.02719
jenkins13,"jen11_01, jen11_05",50,24560,hover,jen13_01,,0.02719
jenkins13,"jen11_01, jen11_05",50,24560,hover,jen13_02,3.335,0.02719
jenkins13,"jen11_01, jen11_05",50,24560,hover,jen13_03,3.465,0.02719
jenkins13,"jen11_01, jen11_05",50,24560,hover,jen13_04,4.002,0.02719
jenkins13,"jen11_01, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,jen11_01,50,24560,hover,jen13_01,,0.02719
jenkins13,jen11_01,50,24560,hover,jen13_02,3.336,0.02719
jenkins13,jen11_01,50,24560,hover,jen13_03,3.482,0.02719
jenkins13,jen11_01,50,24560,hover,jen13_04,4.004,0.02719
jenkins13,jen11_01,50,24560,hover,jen13_05,3.354,0.02719
jenkins13,"jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_01,3.285,0.02719
jenkins13,"jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen11_02, jen11_03, jen11_04",50,24560,hover,jen13_05,3.356,0.02719
jenkins13,"jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_01,3.283,0.02719
jenkins13,"jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_04,4.004,0.02719
jenkins13,"jen11_02, jen11_03, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen11_02, jen11_03",50,24560,hover,jen13_01,3.298,0.02719
jenkins13,"jen11_02, jen11_03",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_02, jen11_03",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_02, jen11_03",50,24560,hover,jen13_04,4.005,0.02719
jenkins13,"jen11_02, jen11_03",50,24560,hover,jen13_05,3.347,0.02719
jenkins13,"jen11_02, jen11_05",50,24560,hover,jen13_01,3.279,0.02719
jenkins13,"jen11_02, jen11_05",50,24560,hover,jen13_02,,0.02719
jenkins13,"jen11_02, jen11_05",50,24560,hover,jen13_03,3.476,0.02719
jenkins13,"jen11_02, jen11_05",50,24560,hover,jen13_04,4.004,0.02719
jenkins13,"jen11_02, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_01,3.281,0.02719
jenkins13,"jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_02,3.333,0.02719
jenkins13,"jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen11_03, jen11_04, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,"jen11_03, jen11_04",50,24560,hover,jen13_01,3.274,0.02719
jenkins13,"jen11_03, jen11_04",50,24560,hover,jen13_02,3.335,0.02719
jenkins13,"jen11_03, jen11_04",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_03, jen11_04",50,24560,hover,jen13_04,,0.02719
jenkins13,"jen11_03, jen11_04",50,24560,hover,jen13_05,3.356,0.02719
jenkins13,"jen11_03, jen11_05",50,24560,hover,jen13_01,3.279,0.02719
jenkins13,"jen11_03, jen11_05",50,24560,hover,jen13_02,3.332,0.02719
jenkins13,"jen11_03, jen11_05",50,24560,hover,jen13_03,,0.02719
jenkins13,"jen11_03, jen11_05",50,24560,hover,jen13_04,4.005,0.02719
jenkins13,"jen11_03, jen11_05",50,24560,hover,jen13_05,,0.02719
jenkins13,jen11_03,50,24560,hover,jen13_01,3.282,0.02719
jenkins13,jen11_03,50,24560,hover,jen13_02,3.337,0.02719
jenkins13,jen11_03,50,24560,hover,jen13_03,,0.02719
jenkins13,jen11_03,50,24560,hover,jen13_04,4.004,0.02719
jenkins13,jen11_03,50,24560,hover,jen13_05,3.353,0.02719
jenkins13,jen11_04,50,24560,hover,jen13_01,3.288,0.02719
jenkins13,jen11_04,50,24560,hover,jen13_02,3.334,0.02719
jenkins13,jen11_04,50,24560,hover,jen13_03,3.48,0.02719
jenkins13,jen11_04,50,24560,hover,jen13_04,,0.02719
jenkins13,jen11_04,50,24560,hover,jen13_05,3.357,0.02719
jenkins13,jen11_05,50,24560,hover,jen13_01,3.283,0.02719
jenkins13,jen11_05,50,24560,hover,jen13_02,3.335,0.02719
jenkins13,jen11_05,50,24560,hover,jen13_03,3.474,0.02719
jenkins13,jen11_05,50,24560,hover,jen13_04,4.009,0.02719
jenkins13,jen11_05,50,24560,hover,jen13_05,,0.02719
